MECID,Committee Name,Report,Report Year,Report Type,Previous Receipts,Contributions Received,Loans Received, Misc. Receipts, Receipts Subtotal,In-Kind Contributions, Total Receipts This Election,Previous Expenditures,Cash or Check Expenditures,In-Kind Expenditures,Credit Expenditures,Expenditure Subtotal,Total Expenditures,Previous Contributions,Cash/Check Contributions,Credit Contributions,In-Kind Contributions,Contribution Subtotal,Total Contributions,Loan Disbursements,Disbursements Payments,Misc. Disbursements,Total Disbursements,Starting Money on Hand, Monetary Receipts,Check Disbursements,Cash Disbursements,Total Monetary Disbursements,Ending Money on Hand,Outstanding Indebtedness,Loans Recieved,New Expenditures,New Contributions,Payments Made on Loan,Debt Forgiven on Loans,Total Indebtendness
"C180613","Centene Corporation Political Action Committee d/b/a Centene Missouri Federal PAC","January Quarterly Report","2019","Full Disclosure","50000.0000","10000.0000","0.0000","0.0000","10000.0000","0.0000","60000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","42900.0000","10000.0000","0.0000","0.0000","10000.0000","52900.0000","0.0000","0.0000","0.0000","0.0000","7100.0000","10000.0000","10000.0000","0.0000","10000.0000","7100.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C010081","MO CHAMBER PAC","January Quarterly Report","2019","Full Disclosure","71577.0100","0.0000","0.0000","14.2900","14.2900","0.0000","71591.3000","37494.1100","0.0000","0.0000","0.0000","0.0000","37494.1100","53250.0000","6100.0000","0.0000","0.0000","6100.0000","59350.0000","0.0000","1629.4700","0.0000","1629.4700","17133.3600","14.2900","7729.4700","0.0000","7729.4700","9418.1800","1842.3300","0.0000","0.0000","0.0000","0.0000","0.0000","212.8600"
"C000686","MO Association of Trial Attorneys Political Action Committee (MATA-PAC)","January Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","155.0000","0.0000","0.0000","0.0000","0.0000","155.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","222.7700","0.0000","0.0000","0.0000","0.0000","222.7700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180684","American Dream PAC","January Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","725.0000","725.0000","725.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","725.0000","0.0000","0.0000","0.0000","725.0000"
"C121062","Moniteau County Democratic Club","January Quarterly Report","2019","Full Disclosure","8367.7200","89.0000","0.0000","0.0000","89.0000","0.0000","8456.7200","5803.7000","423.9200","0.0000","0.0000","423.9200","6227.6200","4900.0000","0.0000","0.0000","0.0000","0.0000","4900.0000","0.0000","0.0000","0.0000","0.0000","1877.8700","89.0000","423.9200","0.0000","423.9200","1542.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A131094","Citizens For Dixie Youngers For School Board","January Quarterly Report","2019","Full Disclosure","0.0000","10.0000","0.0000","0.0000","10.0000","0.0000","10.0000","0.0000","10.0000","0.0000","0.0000","10.0000","10.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.0200","10.0000","0.0000","10.0000","10.0000","16.0200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C071149","MOBIO PAC","January Quarterly Report","2019","Full Disclosure","1950.0000","2000.0000","0.0000","0.0000","2000.0000","0.0000","3950.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3000.0000","0.0000","0.0000","0.0000","0.0000","3000.0000","0.0000","0.0000","0.0000","0.0000","1808.8100","2000.0000","0.0000","0.0000","0.0000","3808.8100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180588","Protect Missouri Workers PAC","January Quarterly Report","2019","Full Disclosure","50100.0000","0.0000","0.0000","0.0000","0.0000","0.0000","50100.0000","4073.0300","1046.0000","0.0000","0.0000","1046.0000","5119.0300","40500.0000","0.0000","0.0000","0.0000","0.0000","40500.0000","0.0000","0.0000","0.0000","0.0000","5526.9700","0.0000","1046.0000","0.0000","1046.0000","4480.9700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C021057","MASON CONTRACTORS ASSOCIATION POLITICAL ACTION COMMITTEE","January Quarterly Report","2019","Full Disclosure","10678.9100","0.0000","0.0000","0.4500","0.4500","0.0000","10679.3600","3691.5200","0.0000","0.0000","0.0000","0.0000","3691.5200","1500.0000","0.0000","0.0000","0.0000","0.0000","1500.0000","0.0000","0.0000","12.0000","12.0000","13585.5300","0.4500","0.0000","12.0000","12.0000","13573.9800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C121469","QUALITY PLATTE COUNTY R-III SCHOOLS","January Quarterly Report","2019","Full Disclosure","39141.9700","0.0000","0.0000","0.0000","0.0000","0.0000","39141.9700","33801.6600","0.0000","0.0000","0.0000","0.0000","33801.6600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","6021.2600","0.0000","0.0000","0.0000","0.0000","6021.2600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C141013","EASTERN MISSOURI SENATE PAC","January Quarterly Report","2019","Full Disclosure","100000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","100000.0000","650.0000","200.0000","0.0000","0.0000","200.0000","850.0000","95000.0000","0.0000","0.0000","0.0000","0.0000","95000.0000","0.0000","0.0000","0.0000","0.0000","7307.6200","0.0000","200.0000","0.0000","200.0000","7107.6200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000393","FEAPAC of Missouri","January Quarterly Report","2019","Full Disclosure","400060.3500","4771.9500","0.0000","0.0000","4771.9500","0.0000","404832.3000","28788.9800","0.0000","0.0000","0.0000","0.0000","28788.9800","438550.0000","2600.0000","0.0000","0.0000","2600.0000","441150.0000","0.0000","0.0000","0.0000","0.0000","687.5000","4771.9500","2600.0000","0.0000","2600.0000","2859.4500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C171209","Missourians For Chase Crawford","January Quarterly Report","2019","Full Disclosure","43486.5900","0.0000","0.0000","0.0000","0.0000","0.0000","43486.5900","44742.1800","49.4800","0.0000","0.0000","49.4800","44791.6600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","346.5000","0.0000","346.5000","1303.9600","0.0000","395.9800","0.0000","395.9800","907.9800","2627.5500","0.0000","0.0000","0.0000","0.0000","0.0000","2281.0500"
"C000497","7th District Congressional Republican Committee","January Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0200","0.0200","0.0000","0.0200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","74.7600","0.0200","0.0000","0.0000","0.0000","74.7800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C151073","Friends Of Curtis Trent","January Quarterly Report","2019","Full Disclosure","43160.8000","75.0000","0.0000","0.0000","75.0000","0.0000","43235.8000","8300.6400","315.6100","0.0000","0.0000","315.6100","8616.2500","10200.0000","0.0000","0.0000","0.0000","0.0000","10200.0000","0.0000","0.0000","0.0000","0.0000","26007.8400","75.0000","315.6100","0.0000","315.6100","25767.2300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180226","Citizens For Theresa Schmitt","Termination","2019","Full Disclosure","9909.4200","0.0000","0.0000","125.6500","125.6500","0.0000","10035.0700","14794.6300","0.0000","0.0000","0.0000","0.0000","14794.6300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","476.8100","476.8100","351.1600","125.6500","476.8100","0.0000","476.8100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000685","MO BANKERS ASSOCIATION STATE-PAC","January Quarterly Report","2019","Full Disclosure","17134.2600","0.0000","0.0000","3.3500","3.3500","0.0000","17137.6100","194.4000","429.2200","0.0000","0.0000","429.2200","623.6200","16700.0000","2000.0000","0.0000","0.0000","2000.0000","18700.0000","0.0000","0.0000","0.0000","0.0000","17017.7000","3.3500","2429.2200","0.0000","2429.2200","14591.8300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000726","Evergy Employee PowerPAC - Missouri","January Quarterly Report","2019","Full Disclosure","43350.0000","0.0000","0.0000","0.0000","0.0000","0.0000","43350.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","46300.0000","2000.0000","0.0000","0.0000","2000.0000","48300.0000","0.0000","0.0000","144.4000","144.4000","2328.9300","0.0000","2144.4000","0.0000","2144.4000","184.5300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000648","MO MANUFACTURED HOUSING-PAC","January Quarterly Report","2019","Full Disclosure","13269.5000","6800.0000","0.0000","0.0000","6800.0000","0.0000","20069.5000","7132.9000","315.0000","0.0000","0.0000","315.0000","7447.9000","1250.0000","0.0000","0.0000","0.0000","0.0000","1250.0000","0.0000","0.0000","0.0000","0.0000","23781.4500","6800.0000","315.0000","0.0000","315.0000","30266.4500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000401","MBA PONY EXPRESS REGION PAC","January Quarterly Report","2019","Full Disclosure","11378.8300","1350.0000","0.0000","4.7300","1354.7300","0.0000","12733.5600","194.4000","429.2200","0.0000","0.0000","429.2200","623.6200","20300.0000","0.0000","0.0000","0.0000","0.0000","20300.0000","0.0000","0.0000","0.0000","0.0000","25800.2500","1354.7300","429.2200","0.0000","429.2200","26725.7600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000673","MO DENTAL PAC","January Quarterly Report","2019","Full Disclosure","76532.7300","18048.2800","0.0000","2006.7700","20055.0500","0.0000","96587.7800","9517.6400","39.2000","0.0000","0.0000","39.2000","9556.8400","91100.0000","2000.0000","0.0000","0.0000","2000.0000","93100.0000","0.0000","0.0000","0.0000","0.0000","86914.7100","20055.0500","2039.2000","0.0000","2039.2000","104930.5600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000848","BAC ADC of Eastern MO PAC Fund","January Quarterly Report","2019","Full Disclosure","15314.0000","1350.0000","0.0000","0.0000","1350.0000","0.0000","16664.0000","7408.7600","2.3500","0.0000","0.0000","2.3500","7411.1100","11660.0000","360.0000","0.0000","0.0000","360.0000","12020.0000","0.0000","0.0000","0.0000","0.0000","4725.1900","1350.0000","362.3500","0.0000","362.3500","5712.8400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C161306","Coalition for Kansas City Economic Development Reform PAC","January Quarterly Report","2019","Full Disclosure","3361.5600","0.0000","0.0000","0.0000","93.5000","93.5000","3455.0600","2884.0000","0.0000","0.0000","0.0000","0.0000","2884.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","361.5700","0.0000","0.0000","0.0000","0.0000","361.5700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000541","Taxpayers Unlimited, Inc.","January Quarterly Report","2019","Full Disclosure","86903.0000","7735.0000","0.0000","32.1700","7767.1700","0.0000","94670.1700","38791.7500","34.9500","0.0000","0.0000","34.9500","38826.7000","57125.0000","0.0000","0.0000","0.0000","0.0000","57125.0000","0.0000","0.0000","0.0000","0.0000","112340.8800","7767.1700","34.9500","0.0000","34.9500","120073.1000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C121485","Stand Up Missouri","January Quarterly Report","2019","Full Disclosure","0.0000","14625.0000","0.0000","0.0000","14625.0000","0.0000","14625.0000","11629.0000","13690.0000","0.0000","0.0000","13690.0000","25319.0000","1000.0000","2000.0000","0.0000","0.0000","2000.0000","3000.0000","0.0000","0.0000","0.0000","0.0000","11648.6700","14625.0000","15690.0000","0.0000","15690.0000","10583.6700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180621","Richard Ollis For City Council","January Quarterly Report","2019","Full Disclosure","500.0000","20875.0000","0.0000","0.0000","20875.0000","0.0000","21375.0000","25.0000","4082.5700","0.0000","0.0000","4082.5700","4107.5700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","475.0000","20875.0000","4082.5700","0.0000","4082.5700","17267.4300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C101013","Let Voters Decide","January Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3153.7500","90.0000","0.0000","0.0000","90.0000","3243.7500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20270.8900","0.0000","90.0000","0.0000","90.0000","20180.8900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C171391","MILA PAC","January Quarterly Report","2019","Full Disclosure","16337.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16337.0000","65.5800","3.0000","0.0000","0.0000","3.0000","68.5800","13100.0000","0.0000","0.0000","0.0000","0.0000","13100.0000","0.0000","0.0000","0.0000","0.0000","1984.4200","0.0000","3.0000","0.0000","3.0000","1981.4200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000399","MBA TRUMAN REGION PAC","January Quarterly Report","2019","Full Disclosure","17606.2500","0.0000","0.0000","2.0600","2.0600","0.0000","17608.3100","224.4000","429.2200","0.0000","0.0000","429.2200","653.6200","22300.0000","0.0000","0.0000","0.0000","0.0000","22300.0000","0.0000","0.0000","0.0000","0.0000","10855.9600","2.0600","429.2200","0.0000","429.2200","10428.8000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C041088","SEIU MISSOURI STATE COUNCIL PAC ","January Quarterly Report","2019","Full Disclosure","530000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","530000.0000","10174.2700","10.0000","0.0000","0.0000","10.0000","10184.2700","515400.0000","0.0000","0.0000","0.0000","0.0000","515400.0000","0.0000","0.0000","0.0000","0.0000","10445.7100","0.0000","10.0000","0.0000","10.0000","10435.7100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000654","MO Independent Bankers Assoc PAC","January Quarterly Report","2019","Full Disclosure","274797.9300","13850.0000","0.0000","0.0000","13850.0000","0.0000","288647.9300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","198100.0000","22100.0000","0.0000","0.0000","22100.0000","220200.0000","0.0000","0.0000","0.0000","0.0000","82624.8300","13850.0000","22100.0000","0.0000","22100.0000","74374.8300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000405","MBA CAPITOL REGION PAC","January Quarterly Report","2019","Full Disclosure","43284.6300","4322.0000","0.0000","7.6100","4329.6100","0.0000","47614.2400","194.4000","429.2200","0.0000","0.0000","429.2200","623.6200","46300.0000","0.0000","0.0000","0.0000","0.0000","46300.0000","0.0000","0.0000","0.0000","0.0000","39665.8300","4329.6100","429.2200","0.0000","429.2200","43566.2200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C101030","Firefighters for Progress","January Quarterly Report","2019","Full Disclosure","10172.7500","3558.7500","0.0000","0.0000","3558.7500","0.0000","13731.5000","21205.5400","0.0000","0.0000","0.0000","0.0000","21205.5400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","8665.0200","3558.7500","0.0000","0.0000","0.0000","12223.7700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C151132","Hawley For Missouri","January Quarterly Report","2019","Full Disclosure","1273556.3800","0.0000","0.0000","0.0000","0.0000","0.0000","1273556.3800","366207.3500","337.5000","0.0000","0.0000","337.5000","366544.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1057367.1300","0.0000","337.5000","0.0000","337.5000","1057029.6300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C061029","SEIU LOCAL 1 MISSOURI DIVISION PAC","January Quarterly Report","2019","Full Disclosure","15000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15000.0000","128.0000","0.0000","0.0000","0.0000","0.0000","128.0000","16450.0000","0.0000","0.0000","0.0000","0.0000","16450.0000","0.0000","0.0000","14.0000","14.0000","98.9100","0.0000","14.0000","0.0000","14.0000","84.9100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000404","MBA GATEWAY REGION PAC","January Quarterly Report","2019","Full Disclosure","16463.0700","4000.0000","0.0000","2.4900","4002.4900","0.0000","20465.5600","362.4000","429.2200","0.0000","0.0000","429.2200","791.6200","19300.0000","500.0000","0.0000","0.0000","500.0000","19800.0000","0.0000","0.0000","0.0000","0.0000","12484.7000","4002.4900","929.2200","0.0000","929.2200","15557.9700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180618","Missouri's Energy Future PAC","January Quarterly Report","2019","Full Disclosure","0.0000","1100.0000","0.0000","0.0000","1100.0000","0.0000","1100.0000","0.0000","1065.0300","0.0000","120.0000","1185.0300","1185.0300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1100.0000","1065.0300","0.0000","1065.0300","34.9700","0.0000","0.0000","120.0000","0.0000","0.0000","0.0000","120.0000"
"C101109","Health Education and Learning Political Action Committee, Inc (HEALPAC)","January Quarterly Report","2019","Full Disclosure","21500.0000","0.0000","0.0000","0.0000","0.0000","0.0000","21500.0000","1914.8000","100.0000","0.0000","0.0000","100.0000","2014.8000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","8539.5100","0.0000","100.0000","0.0000","100.0000","8439.5100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C121477","MISSOURIANS FOR FAIR TAXATION","January Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1295.0000","386.2500","0.0000","0.0000","386.2500","1681.2500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","681.7600","0.0000","386.2500","0.0000","386.2500","295.5100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C091167","CITIZENS TO ELECT BEN HARRIS","January Quarterly Report","2019","Full Disclosure","3100.0000","0.0000","0.0000","50.0000","50.0000","0.0000","3150.0000","2369.9800","250.0000","0.0000","0.0000","250.0000","2619.9800","1000.0000","0.0000","0.0000","0.0000","0.0000","1000.0000","0.0000","0.0000","0.0000","0.0000","16398.8800","50.0000","250.0000","0.0000","250.0000","16198.8800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000402","MBA OZARK REGION PAC","January Quarterly Report","2019","Full Disclosure","32011.2600","5258.0000","0.0000","406.0600","5664.0600","0.0000","37675.3200","194.4000","429.2200","0.0000","0.0000","429.2200","623.6200","39100.0000","0.0000","0.0000","0.0000","0.0000","39100.0000","0.0000","0.0000","0.0000","0.0000","28040.5200","5664.0600","429.2200","0.0000","429.2200","33275.3600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180595","Heartland Regional PAC","January Quarterly Report","2019","Full Disclosure","105000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105000.0000","663.5000","1400.7400","0.0000","0.0000","1400.7400","2064.2400","50000.0000","50000.0000","0.0000","0.0000","50000.0000","100000.0000","0.0000","0.0000","0.0000","0.0000","54336.5000","0.0000","51400.7400","0.0000","51400.7400","2935.7600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180016","Progress for Wildwood PAC","January Quarterly Report","2019","Full Disclosure","9390.0000","0.0000","0.0000","0.0000","0.0000","0.0000","9390.0000","7359.0000","0.0000","0.0000","0.0000","0.0000","7359.0000","980.0000","0.0000","0.0000","0.0000","0.0000","980.0000","0.0000","0.0000","0.0000","0.0000","1051.0000","0.0000","0.0000","0.0000","0.0000","1051.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000586","Emerson's Missouri Responsible Government Fund","January Quarterly Report","2019","Full Disclosure","52.8800","0.0000","0.0000","0.0000","0.0000","0.0000","52.8800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2905.2800","0.0000","0.0000","0.0000","0.0000","2905.2800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C171247","POL PAC","January Quarterly Report","2019","Full Disclosure","30250.0000","0.0000","0.0000","0.0000","0.0000","0.0000","30250.0000","3900.0000","315.0000","0.0000","0.0000","315.0000","4215.0000","72000.0000","0.0000","0.0000","0.0000","0.0000","72000.0000","0.0000","0.0000","0.0000","0.0000","20378.7400","0.0000","315.0000","0.0000","315.0000","20063.7400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000620","MO STATE COUNCIL OF MACHINISTS PAC","January Quarterly Report","2019","Full Disclosure","246645.9600","2890.0000","0.0000","5.7700","2895.7700","0.0000","249541.7300","10061.9800","160.0000","0.0000","0.0000","160.0000","10221.9800","253650.0000","0.0000","0.0000","0.0000","0.0000","253650.0000","0.0000","0.0000","0.0000","0.0000","7148.1800","2895.7700","160.0000","0.0000","160.0000","9883.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C031077","MO ATHLETIC TRAINERS PAC","January Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2600.0000","2600.0000","0.0000","0.0000","2600.0000","5200.0000","0.0000","0.0000","0.0000","0.0000","5723.9800","0.0000","2600.0000","0.0000","2600.0000","3123.9800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180133","SHC PAC","January Quarterly Report","2019","Full Disclosure","65750.0000","0.0000","0.0000","1000.0000","1000.0000","0.0000","66750.0000","2227.9200","660.0000","0.0000","0.0000","660.0000","2887.9200","61500.0000","0.0000","0.0000","0.0000","0.0000","61500.0000","0.0000","0.0000","0.0000","0.0000","2022.0800","1000.0000","660.0000","0.0000","660.0000","2362.0800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C051307","CRANE FOR JUDGE","January Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","312.0000","0.0000","0.0000","312.0000","312.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","25260.9600","0.0000","312.0000","0.0000","312.0000","24948.9600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000342","BUTLER COUNTY CENTRAL REPUBLICAN COMMITTEE","January Quarterly Report","2019","Full Disclosure","5835.0000","350.0000","0.0000","0.0000","350.0000","0.0000","6185.0000","4644.4800","0.0000","0.0000","0.0000","0.0000","4644.4800","900.0000","0.0000","0.0000","0.0000","0.0000","900.0000","0.0000","0.0000","0.0000","0.0000","14635.4000","350.0000","0.0000","0.0000","0.0000","14985.4000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000742","IRON WORKERS LOCAL #396 VOLUNTARY FUND","January Quarterly Report","2019","Full Disclosure","55059.4000","21052.9300","0.0000","0.0000","21052.9300","0.0000","76112.3300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","43570.0000","1425.0000","0.0000","0.0000","1425.0000","44995.0000","0.0000","0.0000","0.0000","0.0000","44605.5000","21052.9300","1425.0000","0.0000","1425.0000","64233.4300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A171398","Committee For A Healthy Community","January Quarterly Report","2019","Full Disclosure","906130.9100","0.0000","0.0000","0.0000","7897.4400","7897.4400","914028.3500","792137.7300","2594.5000","0.0000","450.0000","3044.5000","795182.2300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2172.5000","0.0000","2172.5000","10920.7700","0.0000","4767.0000","0.0000","4767.0000","6153.7700","2172.5000","0.0000","450.0000","0.0000","0.0000","0.0000","450.0000"
"A171050","Committee to Elect Steve Cheslik","January Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","75.0000","0.0000","0.0000","0.0000","0.0000","75.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","54.3100","0.0000","0.0000","0.0000","0.0000","54.3100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000592","Plumbers & Pipefitters Local 562 Political Education Fund","January Quarterly Report","2019","Full Disclosure","44479.8400","15000.0000","0.0000","506.8300","15506.8300","0.0000","59986.6700","6756.0000","2320.0000","0.0000","0.0000","2320.0000","9076.0000","70710.0000","600.0000","0.0000","0.0000","600.0000","71310.0000","0.0000","0.0000","0.0000","0.0000","67826.7400","15506.8300","2920.0000","0.0000","2920.0000","80413.5700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000734","Jefferson County Republican Club","January Quarterly Report","2019","Full Disclosure","8109.6600","766.3300","0.0000","0.0000","766.3300","0.0000","8875.9900","2718.0800","1998.0000","0.0000","0.0000","1998.0000","4716.0800","474.0000","0.0000","0.0000","0.0000","0.0000","474.0000","0.0000","0.0000","0.0000","0.0000","5437.5800","766.3300","1998.0000","0.0000","1998.0000","4205.9100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000901","Washington County Democrat Committee","January Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","307.3400","0.0000","0.0000","0.0000","0.0000","307.3400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A180371","Committee to Elect Alice Bell","Termination","2019","Full Disclosure","4100.6100","189.5000","0.0000","0.0000","189.5000","0.0000","4290.1100","4000.6100","289.5000","0.0000","0.0000","289.5000","4290.1100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","100.0000","189.5000","289.5000","0.0000","289.5000","0.0000","2500.0000","0.0000","0.0000","0.0000","0.0000","2500.0000","0.0000"
"A180586","Committee For LCLD","January Quarterly Report","2019","Full Disclosure","790.1900","1869.2900","0.0000","0.0000","1869.2900","0.0000","2659.4800","0.0000","1190.6900","0.0000","0.0000","1190.6900","1190.6900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","22.4700","0.0000","0.0000","22.4700","790.1900","1869.2900","929.0200","284.1400","1213.1600","1446.3200","22.4700","0.0000","0.0000","0.0000","22.4700","0.0000","0.0000"
"C111187","Citizens To Elect Tammika Hubbard","January Quarterly Report","2019","Full Disclosure","750.0000","0.0000","0.0000","0.0000","0.0000","0.0000","750.0000","5520.7600","342.0000","0.0000","0.0000","342.0000","5862.7600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","904.9500","0.0000","342.0000","0.0000","342.0000","562.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
